"","dataverse","id","identifier","persistentUrl","protocol","authority","publisher","publicationDate","versionState","lastUpdateTime","releaseTime","createTime","license","termsOfUse","title","author","datasetContact","dsDescription","notesText","subject","productionDate","productionPlace","depositor","dateOfDeposit","downloadCount","contentSize (MB)"
"221","Bio","734","BZEGQM","https://doi.org/10.18738/T8/BZEGQM","doi","10.18738/T8","Texas Data Repository Dataverse","2018-04-11","RELEASED","2018-04-11T16:40:30Z","2018-04-11T16:40:30Z","2018-04-11T16:36:11Z","CC0","CC0 Waiver","X-ray CT Scans of the head of Channa argus (Northern Snakehead )","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the head of Channa argus (ANSP uncatalogued) for Dr. Timothy Rowe of The University of Texas at Austin and ATOL. Specimen scanned by Matthew Colbert 6 June 2005. Field of reconstruction = 73 mm; inter-slice spacing = 0.1544 mm for the original coronal slices and 0.0713 mm for the horizontal and sagittal reslicings. Reslicing done on every pixel. Image processing by Jennifer Olori June 2005, on 1024 x 1024 sized images.
Voxel Size X and Y=0.07128mm, Z= 0.1544 mm. Total Slices= 795.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 16-bit TIFF images. II, 180 kV, 0.133 mA, no filter, no offset, empty container wedge, slice thickness 2 lines (= 0.1544 mm), S.O.D. 225 mm, 1600 views, 2 samples per view, inter-slice spacing 2 lines (= 0.1544 mm), field of reconstruction 73 mm (maximum field of view 73.73331 mm), reconstruction offset 4000, scanner scale 4430, reconstruction scale 1500. Drift- and ring-removal processing done by Alison Mote based on correction of raw sinogram data using IDL routines “RK_SinoDeDrift” with parameter “driftlength=21” and “RK_SinoRingProcSimul,” with default parameters. Reconstructed with reconstruction angle of -8.5 degrees. Rotation correction processing done by Alison Mote using IDL routine “DoRotationCorrection.” Total slices =795.","Medicine, Health and Life Sciences","2005-06-06","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-04-11","0","1063.483892440796"
"222","Bio","735","ZHXGB1","https://doi.org/10.18738/T8/ZHXGB1","doi","10.18738/T8","Texas Data Repository Dataverse","2018-04-11","RELEASED","2018-04-11T16:54:31Z","2018-04-11T16:54:31Z","2018-04-11T16:49:27Z","CC0","CC0 Waiver","X-ray CT Scans of the head of a preserved chimaera Hydrolagus colliei (Spotted Ratfish)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the head of a preserved chimaera (Hydrolagus collie; San Juan Channel, Friday Harbor, WA; coll. 8/15/2001 by Adam Summers) for Timothy Rowe, Department of Geological Sciences, The University of Texas. Scanned by Richard Ketcham and Matthew Colbert 15 April 2002.
Due to rotational errors, the following sets of slices were regathered and integrated with the original scan images: 31-45, 136-150, and 331-345.
Voxel Size X and Y=0.04882mm, Z= 0.1187 mm. Total slices = 465.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 16-bit TIFF images. II, 150 kV, 0.2 mA, no filter, empty mount wedge with foam, no offset, slice thickness = 2 lines (= .1187 mm), S.O.D. 173 mm, 1200 views, 2 samples per view, interslice spacing = 2 lines (=0.1187 mm), field of reconstruction 50.0 mm (maximum field of view 56.535415 mm), reconstruction offset 7800, reconstruction scale 1500. Reconstructed off-center: x = 0, y = 2. Acquired with 15 slices per rotation. Total slices = 465.","Medicine, Health and Life Sciences","2002-04-15","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-04-11","4","624.6520128250122"
"223","Bio","736","RJQBQR","https://doi.org/10.18738/T8/RJQBQR","doi","10.18738/T8","Texas Data Repository Dataverse","2018-04-11","RELEASED","2018-04-11T17:13:05Z","2018-04-11T17:13:05Z","2018-04-11T17:09:23Z","CC0","CC0 Waiver","X-ray CT Scans of a Lepisosteus osseus (Gar fish) (LAB-045)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of Warp corrected scans of a gar fish, Lepisosteus osseus (Field number LAB-045, Bayou LaBranche, St. Charles Parish, Louisiana. 22 March 2000, coll. Chris Scheible), for Dr. Julian Humphries. Scanned by Richard Ketcham on 1 December, 2000. The specimen was too long to scan in one uninterrupted scan, and accordingly was manually flipped at around its midpoint; ‘Gara’ represents the front half of the body. Original scans on Archive 0317. Warp corrections applied by Holly Nance, April 2001.

Voxel Size X and Y=0.0769mm, Z= 0.259 mm. total of 513 slices.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","original scan parameters. II, 120 kV, 0.2 mA, no filter, empty mount wedge, 160% offset, slice thickness 5 lines (= 0.259 mm), S.O.D. 89 mm, 800 views, 2 samples per view, interslice spacing 5 lines (=0.259 mm), field of reconstruction 40 mm (maximum field of view 44.94 mm), reconstruction offset 550, reconstruction scale 55. Scanned in three-slice mode.","Medicine, Health and Life Sciences","2000-12-01","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-04-11","3","147.84290981292725"
"224","Bio","740","TCVSTW","https://doi.org/10.18738/T8/TCVSTW","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-04-12T13:14:29Z",NA,"2018-04-12T13:12:48Z","CC0","CC0 Waiver","X-ray CT Scans of Heloderma suspectum (Gila Monster) (TNHC 62766)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the head of an adult Heloderma suspectum (TNHC 62766; adult long-term captive) for Dr. Timothy Rowe of the Department of Geological Sciences, The University of Texas at Austin, and Digimorph. Specimen scanned by Matthew Colbert 29 December 2003.
Voxel Size X and Y = 0.0542 mm; Z = 0.133 mm.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT), and NSF grant IIS-9874781 when using these data.","1024x1024 8-bit TIFF images. II, 180 kV, 0.133 mA, no filter, empty container wedge, no offset, slice thickness 2 lines (= 0.133 mm), S.O.D. 193 mm, 1600 views, 2 samples per view, inter-slice spacing 2 lines (= 0.133 mm), field of reconstruction 55.5 mm (maximum field of view 63.2468 mm), reconstruction offset 4800, reconstruction scale 1500. Acquired with 15 slices per rotation. Ring-removal processing done by Rachel Racicot based on correction of raw sinogram data using IDL routine “RK_SinoRingProcSimul” with default parameters. Rotation correction processing done by Rachel Racicot using IDL routine “DoRotationCorrection”. Total slices = 555.","Medicine, Health and Life Sciences","2003-12-29","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-04-12","0","944.6690473556519"
"225","Bio","741","QQBKQY","https://doi.org/10.18738/T8/QQBKQY","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-04-12T19:46:23Z",NA,"2018-04-12T19:44:56Z","CC0","CC0 Waiver","X-ray CT Scans of the body of a juvenile Heloderma suspectum (TNHC 62767)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the whole body of Heloderma suspectum (TNHC 62767; collected 8 June 2003 by Patrick Burritt, South Camino del Sol road, Green Valley, Pima Co., Arizona; new development and golf course going in next to 119; elev. ~3050 feet; K.E. Bonine, AZGF permit #SP745031) for Dr. Timothy Rowe of the Department of Geological Sciences, The University of Texas at Austin, and Digimorph. Specimen scanned by Matthew Colbert 3 December 2003. This specimen was scanned in two passes. Slices 991 to 1305 in the final version were slices 1-315 from the second pass. All the slices from the second pass were nudged and rotated in Photoshop by Rachel Racicot to align with the slices from the first pass.
Voxel Size X and Y=0.03193 mm; Z = 0.137 mm. Total slices = 1305.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT )and NSF grant IIS-9874781 when using this data.","512x512 8-bit TIFF images. II, 180 kV, 0.133 mA, no filter, empty container wedge, no offset, slice thickness 4 lines (= 0.137 mm), S.O.D. 100 mm, 1000 views, 2 samples per view, inter-slice spacing 4 lines (= 0.137 mm), field of reconstruction 32.7 mm (maximum field of view 32.7063 mm), reconstruction offset 8300, reconstruction scale 1880. Acquired with 7 slices per rotation. Rotation correction processing on slices 1-990 done by Rachel Racicot using IDL routine “DoRotationCorrection”. Using Photoshop, slices 991 to 1305 were rotated 3.25o clockwise, and nudged one pixel down and one pixel left. Total slices = 1305.","Medicine, Health and Life Sciences","2003-12-03","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-04-12","0","165.2924861907959"
"226","Bio","742","41SZY0","https://doi.org/10.18738/T8/41SZY0","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-04-12T19:52:46Z",NA,"2018-04-12T19:51:23Z","CC0","CC0 Waiver","X-ray CT Scans of the head of a juvenile Heloderma suspectum (TNHC 62767)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the head of Heloderma suspectum (TNHC 62767; collected 8 June 2003 by Patrick Burritt, South Camino del Sol road, Green Valley, Pima Co., Arizona; new development and golf course going in next to 119; elev. ~3050 feet; K.E. Bonine, AZGF permit #SP745031) for Dr. Timothy Rowe of the Department of Geological Sciences, The University of Texas at Austin, and Digimorph. Specimen scanned by Matthew Colbert 2 December 2003. This specimen was scanned with the tip of the snout down, so the images were renumbered and flipped in Photoshop by Rachel Racicot.

Voxel Size X and Y=0.02539 mm; Z = 0.0546 mm. Total slices = 735.

Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT), and and NSF grant IIS-9874781 when using this data.","1024x1024 16-bit TIFF images. II, 180 kV, 0.133 mA, no filter, empty container wedge, no offset, slice thickness 2 lines (= 0.0546 mm), S.O.D. 80 mm, 1600 views, 2 samples per view, inter-slice spacing 2 lines (= 0.0546 mm), field of reconstruction 26 mm (maximum field of view 26.19066 mm), reconstruction offset 6800, reconstruction scale 1950. Acquired with 15 slices per rotation. Flash- and ring-removal processing done by Rachel Racicot based on correction of raw sinogram data using IDL routines “RK_SinoDeSpike”, and “RK_SinoRingProcSimul”, both with default parameters. Rotation correction processing done by Rachel Racicot using IDL routine “DoRotationCorrection”. Deleted original slices 1-45. Total slices = 735.","Medicine, Health and Life Sciences","2003-12-02","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-04-12","0","349.9095001220703"
"227","Bio","743","EFNOUQ","https://doi.org/10.18738/T8/EFNOUQ","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-04-12T20:00:12Z",NA,"2018-04-12T19:58:33Z","CC0","CC0 Waiver","X-ray CT Scans of the head of Lachesis muta (bushmaster) (FMNH 31178)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the head of Lachesis muta (FMNH 31178) for Dr. Jessie Maisano of The University of Texas at Austin and ATOL. Specimen scanned by Richard Ketcham 8 September 2004.
Voxel Size X and Y=0.05469 mm; Z = 0.11932 mm. Total slices = 660.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) and NSF grants IIS-0208675 and EF-0334961 when using this data.","1024x1024 8-bit TIFF images. II, 120 kV, 0.2 mA, no filter, empty container wedge, no offset, slice thickness 2 lines (= 0.11932 mm), S.O.D. 174 mm, 1000 views, 2 samples per view, inter-slice spacing 2 lines (= 0.11932 mm), field of reconstruction 56 mm (maximum field of view 56.96 mm), reconstruction offset 5000, reconstruction scale 1700. Acquired with 15 slices per rotation. Spike removal done by Susan Garlock based on correction of raw sinogram data using IDL routine “RK_SinoDespike Reconstructed with angle reset to -8.4 degrees (originally 171.6). Rotation correction processing done by Susan Garlock using IDL routine “DoRotationCorrection”. Images flipped because sample was mounted head down. Images upside down. Total slices = 660.","Medicine, Health and Life Sciences","2004-09-08","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-04-12","0","248.03771018981934"
"228","Bio","744","O230DY","https://doi.org/10.18738/T8/O230DY","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-04-12T20:07:30Z",NA,"2018-04-12T20:05:50Z","CC0","CC0 Waiver","X-ray CT Scans of the skull of a Lama glama (Llama) (TMM M-2052; female)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of a skull of a Lama sp. (TMM M-2052; female) for Dr. Timothy Rowe of the Department of Geological Sciences, The University of Texas at Austin, and Digimorph. Specimen scanned by Matthew Colbert 10 February 2004.

Voxel Size X and Y=0.1768 mm; Z = 0.7 mm. Total slices = 426.

Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) and NSF grant IIS-0208675 when using this data.","1024x1024 8-bit TIFF images. P250D, 420 kV, 4.8 mA, one brass filter, empty container wedge, 130% offset, integration time 32 ms, slice thickness 0.75 mm, S.O.D. 723 mm, 1000 views, one ray averaged per view, one sample per view, interslice spacing 0.7 mm, field of reconstruction 181 mm (maximum field of view 190.4666 mm), reconstruction offset 8700, reconstruction scale 1860. Total slices = 426.","Medicine, Health and Life Sciences","2004-02-10","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-04-12","0","108.81417465209961"
"229","Bio","745","O2GWFC","https://doi.org/10.18738/T8/O2GWFC","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-04-12T20:17:42Z",NA,"2018-04-12T20:12:41Z","CC0","CC0 Waiver","X-ray CT Scans of the head of Lampropeltis getula (Common Kingsnake) (FMNH 95184)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the head of Lampropeltis getula getula (FMNH 95184; USA, Florida, 12 mi SW Gainesville, Hale's Siding, Payne's Prairie, collected by Arnold B. Grobman, Myron B. Mittleman 2 April 1941) for Dr. Jessie Maisano of The University of Texas at Austin and ATOL. Specimen scanned by Matthew Colbert 6 July 2004.

Voxel Size X and Y=0.05371 mm; Z = 0.073 mm. Total slices = 675.

Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) and NSF grants IIS-0208675 and EF-0334961 when using this data.","1024x1024 8-bit TIFF images. II, 180 kV, 0.133 mA, no filter, air wedge, no offset, slice thickness 2 lines (= 0.063 mm), S.O.D. 91.5 mm, 1200 views, 2 samples per view, inter-slice spacing 2 lines (= 0.063 mm), field of reconstruction 26.5 mm (maximum field of view 29.95557 mm), reconstruction offset 5860, reconstruction scale 1890. Acquired with 15 slices per rotation. Drift- and ring-removal processing done by Rachel Racicot based on correction of raw sinogram data using IDL routines “RK_SinoDeDrift” and “RK_SinoRingProcSimul”, both with default parameters. Rotation correction processing done by Rachel Racicot using IDL routine “DoRotationCorrection”. Total slices = 675.","Medicine, Health and Life Sciences","2004-07-06","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-04-12","0","303.51179218292236"
"230","Bio","797","8BRHDX","https://doi.org/10.18738/T8/8BRHDX","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-05-08T18:52:03Z",NA,"2018-05-08T18:49:10Z","CC0","CC0 Waiver","X-ray CT Scans of a Lampropeltis getula egg (skull only)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of a Lampropeltis getula egg (captive bred by Travis LaDuc; laid on 7 July 2003, growth terminated on 29 August 2003, 54 days after oviposition) for Dr. Timothy Rowe of the Department of Geological Sciences, The University of Texas at Austin. Specimen scanned by Matthew Colbert 24 October 2003,  along the coronal axis for a total of 795 slices. Each slice is 0.0688 mm thick, with an interslice spacing of 0.0688 mm and a field of reconstruction of 32.5 mm.
Voxel Size X and Y=0.0317mm, Z= 0.0688 mm
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT), and NSF grant IIS-9874781 when using these data.","1024x1024 8-bit TIFF images. II, 180 kV, 0.133 mA, no filter, empty container wedge, no offset, slice thickness 2 lines (= 0.0688 mm), S.O.D. 100 mm, 1600 views, 2 samples per view, inter-slice spacing 2 lines (= 0.0688 mm), field of reconstruction 32.5 mm (maximum field of view 32.73833 mm), reconstruction offset 2500, reconstruction scale 2000. Acquired with 15 slices per rotation. Drift- and ring-removal processing done by Rachel Racicot based on correction of raw sinogram data using IDL routines “RK_SinoDeDrift” with parameters “BINWIDTH=21” and “GOODFILE=285”, and “RK_SinoRingProcSimul”, with parameter “BESTOF5”. Rotation correction processing done by Rachel Racicot using IDL routine “DoRotationCorrection”. Total slices = 795.","Medicine, Health and Life Sciences","2003-10-24","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-05-08","0","332.64838123321533"
"231","Bio","798","VUXAYF","https://doi.org/10.18738/T8/VUXAYF","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-05-08T19:52:27Z",NA,"2018-05-08T19:48:23Z","CC0","CC0 Waiver","X-ray CT Scans of Scans of a Lampropeltis getula egg","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of a Lampropeltis getula egg (captive bred by Travis LaDuc; laid on 7 July 2003, growth terminated on 29 August 2003, 54 days after oviposition) for Dr. Timothy Rowe of the Department of Geological Sciences, The University of Texas at Austin. Specimen scanned by Matthew Colbert 24 October 2003.
Voxel Size X and Y=0.03174 mm; Z = 0.0688 mm. Total slices = 795.
Please acknowledge  The University of Texas High-Resolution X-ray CT Facility (UTCT), and NSF grant IIS-9874781 when using these data.","1024x1024 8-bit TIFF images. II, 180 kV, 0.133 mA, no filter, empty container wedge, no offset, slice thickness 2 lines (= 0.0688 mm), S.O.D. 100 mm, 1600 views, 2 samples per view, inter-slice spacing 2 lines (= 0.0688 mm), field of reconstruction 32.5 mm (maximum field of view 32.73833 mm), reconstruction offset 2500, reconstruction scale 2000. Acquired with 15 slices per rotation. Drift- and ring-removal processing done by Rachel Racicot based on correction of raw sinogram data using IDL routines “RK_SinoDeDrift” with parameters “BINWIDTH=21” and “GOODFILE=285”, and “RK_SinoRingProcSimul”, with parameter “BESTOF5”. Rotation correction processing done by Rachel Racicot using IDL routine “DoRotationCorrection”. Total slices = 795.","Medicine, Health and Life Sciences","2003-10-24","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-05-08","0","345.45766830444336"
"232","Bio","800","RZ24ZZ","https://doi.org/10.18738/T8/RZ24ZZ","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-05-10T19:15:41Z",NA,"2018-05-10T19:00:42Z","CC0","CC0 Waiver","X-ray CT Scans of the head of Lanthanotus borneensis (earless monitor lizard)  (FMNH 148589)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the head of Lanthanotus borneensis (FMNH 148589) for Dr. Jessie Maisano of The University of Texas at Austin and ATOL. Specimen scanned by Matthew Colbert 4 May 2005.
Voxel SizeX and Y = 0.02148 mm; Z = 0.04637 mm. Total slices = 660.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT), and NSF grants IIS-0208675 and EF-0334961 when using these data.","1024x1024 8-bit TIFF images. II, 180 kV, 0.133 mA, no filter, empty container wedge, no offset, slice thickness 2 lines (= 0.04637 mm), S.O.D. 67.5 mm, 1800 views, 2 samples per view, inter-slice spacing 2 lines (= 0.04637 mm), field of reconstruction 22 mm (maximum field of view 22.0983 mm), reconstruction offset 5000, scanner scale 550000, reconstruction scale 1800. Acquired with 15 slices per rotation. Drift- and ring-removal processing done by Susan Garlock based on correction of raw sinogram data using IDL routines “RK_SinoDedrift” with parameter “driftlength=21” and “RK_SinoRingProcSimul” with default parameters. Reconstructed with reconstruction angle of -8 degrees. Rotation correction processing done by Susan Garlock using IDL routine “DoRotationCorrection”. Total slices = 660.","Medicine, Health and Life Sciences","2005-05-04","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-05-10","0","964.2832336425781"
"233","Bio","801","ZEK7JD","https://doi.org/10.18738/T8/ZEK7JD","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-05-10T19:17:30Z",NA,"2018-05-10T19:15:09Z","CC0","CC0 Waiver","X-ray CT Scans of the head of Lanthanotus borneensis (earless monitor lizard) (YPM 6057)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the head of Lanthanotus borneensis (earless monitor lizard)  (YPM 6057). Scanned for Dr. Timothy Rowe of the University of Texas, Department of Geological Sciences. Scanned by Matthew Colbert and Richard Ketcham on 12/17/99.
Voxel SizeX and Y = 0.07031 mm; Z = 0.0903 mm. Total 204 slices.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT),and NSF grant IIS-9874781 when using these data when using this data.","Scan parameters 150 kV, 0.16 mA, no filter, empty mount cylinder wedge, 160% offset, slice thickness 2 lines (= 0.0903 mm), S.O.D. 79 mm, 1800 views, 2 samples per view, interslice spacing 2 line (=0.0903 mm), field of reconstruction 36 mm, reconstruction offset 550, reconstruction scale 52. Scanned in three-slice mode.","Medicine, Health and Life Sciences","1999-12-17","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-05-10","0","84.81170463562012"
"234","Bio","802","PLBVZF","https://doi.org/10.18738/T8/PLBVZF","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-05-10T19:28:58Z",NA,"2018-05-10T19:24:53Z","CC0","CC0 Waiver","X-ray CT Scans of head of a Lepidophyma flavimaculatum (Yellow-spotted Night Lizard ) (LACM 128570)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans and image processing of the head of the yellow-spotted night lizard, Lepidophyma flavimaculatum (LACM 128570; Panama, 8 mi (air line) NNW Escobal) for Jessie Maisano of The University of Texas at Austin. Specimen scanned by Matthew Colbert 24 September 2002. Field of reconstruction = 22 mm; interslice spacing = 0.0618 mm for original scan and = 2 pixels = 0.0430 for horizontal and sagittal reslicings done in Sliceorama. Image processing by Jessie Maisano using 1024 x 1024 images.
Voxel SizeX and Y = 0.02148 mm; Z = 0.0618 mm.  Total slices = 480.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT), and NSF grants IIS-9874781 and EF-0334961 when using these data.","1024x1024 16-bit TIFF images. II, 120 kV, 0.2 mA, no filter, air wedge, no offset, slice thickness 2 lines (= 0.0618 mm), S.O.D. 90 mm, 1000 views, 2 samples per view, inter-slice spacing 2 lines (= 0.0618 mm), field of reconstruction 22 mm (maximum field of view 29.47 mm), reconstruction offset 9800, reconstruction scale 1400. Acquired with 15 slices per rotation. Reconstructed off-center: x = -1.7, y = 1.7. Total slices = 480.","Medicine, Health and Life Sciences","2002-09-24","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-05-10","0","692.6906032562256"
"235","Bio","803","L9EO18","https://doi.org/10.18738/T8/L9EO18","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-05-10T20:07:06Z",NA,"2018-05-10T20:05:29Z","CC0","CC0 Waiver","X-ray CT Scans of the head of Leptotyphlops dulcis (Texas Blind Snake) (TNHC 60638)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the head of Leptotyphlops dulcis (TNHC 60638; USA: Texas: Andrews: FM 181, 1.8 rd mi N TX Hwy 115. Collected May 31, 2001, T.J. LaDuc, C.R. Harrison) for Dr. Timothy Rowe of the Department of Geological Sciences, The University of Texas at Austin, and DigiMorph. Specimen scanned by Matthew Colbert 5 November 2003. 
Voxel Size X and Y== 0.009766 mm; Z = 0.0118 mm. Total slices = 701.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT), and NSF grants IIS-9874781 and EF-0334961 when using these data.","512x512 8-bit TIFF images. II, 180 kV, 0.133 mA, no filter, air wedge, no offset, slice thickness 1 line (= 0.0118 mm), S.O.D. 34 mm, 1600 views, 3 samples per view, inter-slice spacing 1 line (= 0.0118 mm), field of reconstruction 5 mm (maximum field of view 11.14192 mm), reconstruction offset 6100, reconstruction scale 1320. Reconstructed off-center: x = 0.1, y = 0. Acquired with 27 slices per rotation. Drift- and ring-removal processing done by Rachel Racicot based on correction of raw sinogram data using IDL routines “RK_SinoDeDrift” with parameters “DRIFTLENGTH=21”, and “RK_SinoRingProcSimul” with default parameters. Deleted slice 28, as it was a repeat of slice 27. Total slices = 701.","Medicine, Health and Life Sciences","2003-11-05","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-05-10","0","94.58935165405273"
"236","Bio","804","B4SH5N","https://doi.org/10.18738/T8/B4SH5N","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-05-10T20:16:31Z",NA,"2018-05-10T20:14:29Z","CC0","CC0 Waiver","X-ray CT Scans of the head of Loxocemus bicolor (New World Sunbeam Snake) (FMNH 104800)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin - FMNH 104800","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the head of Loxocemus bicolor (FMNH 104800) New World Sunbeam Snake for Dr. Jessie Maisano of The University of Texas at Austin and ATOL. Specimen scanned by Matthew Colbert 13 October 2004.

Voxel Size X and Y=0.0205 mm; Z = 0.0528 mm. Total slices = 615.

Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024  TIFF images. II, 180 kV, 0.133 mA, no filter, empty container wedge, no offset, slice thickness 2 lines (= 0.0528 mm), S.O.D. 77 mm, 1400 views, 2 samples per view, inter-slice spacing 2 lines (= 0.0528 mm), field of reconstruction 21 mm (maximum field of view 25.20851 mm), reconstruction offset 6500, reconstruction scale 1000. Acquired with 15 slices per rotation. Reconstructed at -34 degrees. Rotation correction processing done by Susan Garlock using IDL routine “DoRotationCorrection”. Total slices = 615.","Medicine, Health and Life Sciences","2004-10-13","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-05-10","0","235.20627403259277"
